employee_id,survey_date,satisfaction_score,engagement_index,manager_effectiveness,enps,comments
937,2021-10-01,8,6,7,41,Reliable contributor with solid results and good collaboration.
937,2022-10-01,8,5,8,29,Good performance with growing influence across the team.
937,2023-10-01,9,5,9,7,Positive attitude and dependable delivery on commitments.
937,2024-10-01,7,6,9,55,Positive attitude and dependable delivery on commitments.
937,2025-10-01,6,6,9,51,Positive attitude and dependable delivery on commitments.
938,2021-10-01,9,8,8,62,Positive attitude and dependable delivery on commitments.
938,2022-10-01,8,6,6,-16,Meets most expectations; focus on prioritization and follow‑through.
938,2023-10-01,9,6,6,53,Good performance with growing influence across the team.
938,2024-08-10,5,6,7,25,Improve consistency and proactively flag risks earlier.
938,2025-10-01,8,5,8,63,Reliable contributor with solid results and good collaboration.
939,2021-10-01,8,8,6,20,Positive attitude and dependable delivery on commitments.
939,2022-10-01,9,5,7,-8,Positive attitude and dependable delivery on commitments.
939,2023-10-01,6,9,7,40,Reliable contributor with solid results and good collaboration.
939,2024-10-01,9,9,8,-5,Highly engaged; drives initiatives and mentors peers effectively.
939,2025-10-01,6,7,7,19,Engagement is steady; increase participation in reviews and retros.
940,2023-10-01,9,7,6,-7,Quality of work is strong; continue building cross‑functional partnerships.
940,2024-10-01,6,7,7,69,Works well with peers; develop deeper technical/role‑specific skills.
940,2025-10-01,8,8,7,15,Quality of work is strong; continue building cross‑functional partnerships.
941,2024-10-01,8,8,6,47,Positive attitude and dependable delivery on commitments.
941,2025-06-21,5,9,4,-47,Meets most expectations; focus on prioritization and follow‑through.
942,2022-10-01,8,5,9,19,Reliable contributor with solid results and good collaboration.
942,2023-10-01,8,8,6,-17,Quality of work is strong; continue building cross‑functional partnerships.
942,2024-10-01,8,7,7,-9,Good performance with growing influence across the team.
942,2025-10-01,7,9,6,26,Quality of work is strong; continue building cross‑functional partnerships.
943,2022-10-01,6,5,8,22,Meets most expectations; focus on prioritization and follow‑through.
943,2023-10-01,8,5,7,53,Solid foundation—set clearer milestones to improve predictability.
943,2024-01-19,8,9,5,4,Quality of work is strong; continue building cross‑functional partnerships.
943,2025-10-01,7,9,6,9,Shows steady progress and communicates effectively with stakeholders.
944,2023-10-01,6,7,8,50,Shows steady progress and communicates effectively with stakeholders.
944,2024-12-28,5,9,7,54,Good performance with growing influence across the team.
944,2025-10-01,6,9,8,50,Reliable contributor with solid results and good collaboration.
945,2024-10-01,8,5,9,-15,Positive attitude and dependable delivery on commitments.
945,2025-10-01,8,8,6,64,Shows steady progress and communicates effectively with stakeholders.
946,2020-10-01,8,7,6,-3,Quality of work is strong; continue building cross‑functional partnerships.
946,2021-10-01,6,5,6,-7,Solid foundation—set clearer milestones to improve predictability.
946,2022-10-01,9,5,9,26,Reliable contributor with solid results and good collaboration.
946,2023-10-01,9,9,6,13,Quality of work is strong; continue building cross‑functional partnerships.
946,2024-10-01,7,9,7,-10,Positive attitude and dependable delivery on commitments.
946,2025-10-01,8,6,7,63,Reliable contributor with solid results and good collaboration.
947,2024-10-01,6,5,9,7,Solid foundation—set clearer milestones to improve predictability.
947,2025-10-01,7,6,7,32,Improve consistency and proactively flag risks earlier.
948,2022-10-01,6,9,8,53,Shows steady progress and communicates effectively with stakeholders.
948,2023-10-01,7,8,7,-13,Reliable contributor with solid results and good collaboration.
948,2024-11-04,7,5,7,-4,Improve consistency and proactively flag risks earlier.
948,2025-10-01,9,6,9,4,Reliable contributor with solid results and good collaboration.
949,2024-09-11,4,7,10,44,Good performance with growing influence across the team.
949,2025-10-01,8,7,7,31,Shows steady progress and communicates effectively with stakeholders.
950,2023-10-01,9,9,8,14,Exhibits strong leadership and proactive problem solving.
950,2024-10-01,7,9,6,70,Positive attitude and dependable delivery on commitments.
950,2025-10-01,9,7,9,-20,Reliable contributor with solid results and good collaboration.
951,2025-10-01,6,8,7,12,Good performance with growing influence across the team.
952,2023-10-01,7,9,7,62,Quality of work is strong; continue building cross‑functional partnerships.
952,2024-10-01,6,6,7,-15,Solid foundation—set clearer milestones to improve predictability.
952,2025-10-01,7,6,6,-11,Engagement is steady; increase participation in reviews and retros.
953,2022-10-01,9,6,7,15,Positive attitude and dependable delivery on commitments.
953,2023-10-01,6,9,6,63,Reliable contributor with solid results and good collaboration.
953,2024-10-01,7,5,6,32,Meets most expectations; focus on prioritization and follow‑through.
953,2025-10-01,6,7,7,37,Works well with peers; develop deeper technical/role‑specific skills.
954,2022-10-01,7,6,6,27,Meets most expectations; focus on prioritization and follow‑through.
954,2023-10-01,8,8,9,64,Quality of work is strong; continue building cross‑functional partnerships.
954,2024-07-29,6,5,4,16,Meets most expectations; focus on prioritization and follow‑through.
954,2025-10-01,8,8,7,61,Positive attitude and dependable delivery on commitments.
955,2020-10-01,7,6,9,25,Reliable contributor with solid results and good collaboration.
955,2021-10-01,7,6,9,42,Shows steady progress and communicates effectively with stakeholders.
955,2022-10-01,8,8,6,12,Good performance with growing influence across the team.
955,2023-10-01,6,8,9,0,Positive attitude and dependable delivery on commitments.
955,2024-10-01,6,5,9,47,Engagement is steady; increase participation in reviews and retros.
955,2025-10-01,8,6,9,-6,Shows steady progress and communicates effectively with stakeholders.
956,2023-10-01,8,6,8,15,Good performance with growing influence across the team.
956,2024-10-01,7,8,6,40,Shows steady progress and communicates effectively with stakeholders.
956,2025-10-01,6,9,9,24,Reliable contributor with solid results and good collaboration.
957,2023-10-01,8,6,9,5,Reliable contributor with solid results and good collaboration.
957,2024-10-01,8,8,9,14,Shows steady progress and communicates effectively with stakeholders.
957,2025-10-01,7,8,7,36,Positive attitude and dependable delivery on commitments.
958,2023-10-01,7,5,7,62,Meets most expectations; focus on prioritization and follow‑through.
958,2024-10-01,9,8,7,50,Positive attitude and dependable delivery on commitments.
958,2025-10-01,7,5,8,27,Engagement is steady; increase participation in reviews and retros.
959,2023-10-01,8,5,8,64,Reliable contributor with solid results and good collaboration.
959,2024-10-13,5,6,10,1,Shows steady progress and communicates effectively with stakeholders.
959,2025-04-01,8,6,6,48,Improve consistency and proactively flag risks earlier.
960,2024-10-01,8,8,6,-12,Reliable contributor with solid results and good collaboration.
960,2025-10-01,6,6,8,12,Improve consistency and proactively flag risks earlier.
961,2024-10-01,7,9,7,60,Reliable contributor with solid results and good collaboration.
961,2025-10-01,9,9,6,-1,Quality of work is strong; continue building cross‑functional partnerships.
962,2020-10-01,6,7,9,52,Reliable contributor with solid results and good collaboration.
962,2021-10-01,8,5,9,4,Positive attitude and dependable delivery on commitments.
962,2022-10-01,7,5,8,34,Engagement is steady; increase participation in reviews and retros.
962,2023-10-01,8,7,7,60,Shows steady progress and communicates effectively with stakeholders.
962,2024-10-01,9,9,8,-8,Highly engaged; drives initiatives and mentors peers effectively.
962,2025-06-26,4,9,9,29,Reliable contributor with solid results and good collaboration.
963,2021-10-01,9,8,7,11,Reliable contributor with solid results and good collaboration.
963,2022-10-01,8,5,8,25,Reliable contributor with solid results and good collaboration.
963,2023-10-01,9,6,8,43,Positive attitude and dependable delivery on commitments.
963,2024-10-01,7,8,6,68,Good performance with growing influence across the team.
963,2025-10-01,6,5,7,9,Engagement is steady; increase participation in reviews and retros.
964,2023-10-01,9,5,7,39,Shows steady progress and communicates effectively with stakeholders.
964,2024-10-01,9,9,6,-7,Reliable contributor with solid results and good collaboration.
964,2025-10-01,9,6,7,7,Shows steady progress and communicates effectively with stakeholders.
965,2022-10-01,7,7,6,-16,Solid foundation—set clearer milestones to improve predictability.
965,2023-10-01,8,5,9,-5,Quality of work is strong; continue building cross‑functional partnerships.
965,2024-10-01,8,9,9,6,Exhibits strong leadership and proactive problem solving.
965,2025-06-04,8,9,5,3,Quality of work is strong; continue building cross‑functional partnerships.
966,2023-10-01,6,7,7,58,Meets most expectations; focus on prioritization and follow‑through.
966,2024-10-01,6,5,8,56,Engagement is steady; increase participation in reviews and retros.
966,2025-10-01,7,5,9,68,Good performance with growing influence across the team.
967,2023-10-01,8,9,7,64,Shows steady progress and communicates effectively with stakeholders.
967,2024-10-01,6,8,7,32,Quality of work is strong; continue building cross‑functional partnerships.
967,2025-10-01,8,5,6,44,Improve consistency and proactively flag risks earlier.
968,2024-10-01,7,9,8,-20,Reliable contributor with solid results and good collaboration.
968,2025-10-01,9,7,8,37,Good performance with growing influence across the team.
969,2023-10-01,7,5,6,60,Improve consistency and proactively flag risks earlier.
969,2024-10-27,4,4,9,69,Works well with peers; develop deeper technical/role‑specific skills.
969,2025-03-28,8,8,8,82,Reliable contributor with solid results and good collaboration.
970,2023-10-01,6,7,7,2,Meets most expectations; focus on prioritization and follow‑through.
970,2024-10-01,7,6,6,2,Works well with peers; develop deeper technical/role‑specific skills.
970,2025-10-01,7,6,7,-4,Improve consistency and proactively flag risks earlier.
971,2022-10-01,8,8,6,64,Positive attitude and dependable delivery on commitments.
971,2023-10-01,9,6,7,-16,Shows steady progress and communicates effectively with stakeholders.
971,2024-10-01,6,6,8,60,Works well with peers; develop deeper technical/role‑specific skills.
971,2025-10-01,8,8,7,68,Good performance with growing influence across the team.
972,2025-10-01,6,6,9,28,Shows steady progress and communicates effectively with stakeholders.
973,2023-10-01,6,6,8,-16,Solid foundation—set clearer milestones to improve predictability.
973,2024-07-25,7,6,6,26,Improve consistency and proactively flag risks earlier.
973,2025-10-01,7,8,6,-10,Good performance with growing influence across the team.
974,2023-10-01,7,6,6,-1,Meets most expectations; focus on prioritization and follow‑through.
974,2024-10-01,9,5,9,9,Shows steady progress and communicates effectively with stakeholders.
974,2025-10-01,7,7,8,37,Reliable contributor with solid results and good collaboration.
975,2025-10-01,7,9,7,37,Good performance with growing influence across the team.
976,2020-10-01,9,6,9,15,Positive attitude and dependable delivery on commitments.
976,2021-10-01,8,7,7,-18,Shows steady progress and communicates effectively with stakeholders.
976,2022-10-01,7,8,8,28,Reliable contributor with solid results and good collaboration.
976,2023-10-01,9,5,6,68,Solid foundation—set clearer milestones to improve predictability.
